business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,violation_id,violation_description,risk_category
69175,Mau Restaurant,665 Valencia St,94110,37.762381,-122.42156,"(37.762381, -122.42156)",14155307517,69175_20160601,6/1/16,84,69175_20160601_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
642,ANDERSEN BAKERY,1737 Post St 304,94115,37.785457,-122.430317,"(37.785457, -122.430317)",14155565712,642_20160617,6/17/16,94,642_20160617_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
4683,JAVA ON OCEAN,1700 OCEAN Ave,94112,37.724778,-122.460205,"(37.724778, -122.460205)",14155336075,4683_20160831,8/31/16,90,4683_20160831_103144,Unapproved or unmaintained equipment or utensils,Low Risk
60616,Sheffield Convalescent Hospital,1133 South Van Ness Ave,94110,37.755044,-122.416506,"(37.755044, -122.416506)",14155643117,60616_20160107,1/7/16,96,60616_20160107_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5815,ALVARADO ELEMENTARY SCHOOL,625  DOUGLASS St,94114,37.753684,-122.438696,"(37.753684, -122.438696)",14155695695,5815_20160920,9/20/16,96,5815_20160920_103120,Moderate risk food holding temperature,Moderate Risk
4620,WELCOME SUPER MARKET,1141 FOLSOM St,94103,37.776057,-122.408682,"(37.776057, -122.408682)",14155437007,4620_20171004,10/4/17,90,4620_20171004_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
70929,Linda's Deli,1026 TARAVAL St,94116,37.742998,-122.477391,"(37.742998, -122.477391)",14155661446,70929_20160519,5/19/16,100,,,
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,"(37.786545, -122.419894)",14155882222,320_20160920,9/20/16,68,320_20160920_103145,Improper storage of equipment utensils or linens,Low Risk
1664,PANDA EXPRESS,865 MARKET St C24,94103,37.784317,-122.407563,"(37.784317, -122.407563)",14155249775,1664_20161220,12/20/16,90,1664_20161220_103132,Improper thawing methods,Moderate Risk
1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.441183,"(37.716242, -122.441183)",14155404078,1992_20180521,5/21/18,74,1992_20180521_103133,Foods not protected from contamination,Moderate Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20160502,5/2/16,67,2766_20160502_103154,Unclean or degraded floors walls or ceilings,Low Risk
4558,KING'S BAKERY,2846 MISSION St,94110,37.751356,-122.418414,"(37.751356, -122.418414)",14155284550,4558_20160620,6/20/16,89,4558_20160620_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3038,TURK & LARKIN DELI,476 TURK St,94102,37.782458,-122.416873,"(37.782458, -122.416873)",14155776889,3038_20160620,6/20/16,73,3038_20160620_103103,High risk food holding temperature,High Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,"(37.786545, -122.419894)",14155882222,320_20160920,9/20/16,68,320_20160920_103148,No thermometers or uncalibrated thermometers,Low Risk
36589,Catering With Style,2800 BRYANT St,94110,37.749603,-122.408928,"(37.749603, -122.408928)",14155201276,36589_20180604,6/4/18,67,36589_20180604_103114,High risk vermin infestation,High Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,"(37.786545, -122.419894)",14155882222,320_20160920,9/20/16,68,320_20160920_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2325,THE CITRUS CLUB,1790 HAIGHT St,94117,37.769428,-122.451604,"(37.769428, -122.451604)",14155759656,2325_20180615,6/15/18,72,2325_20180615_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1300,WE BE SUSHI,1071 VALENCIA St,94110,37.755824,-122.420986,"(37.755824, -122.420986)",14155820607,1300_20180531,5/31/18,92,1300_20180531_103142,Unclean nonfood contact surfaces,Low Risk
4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,94103,37.78215,-122.410305,"(37.78215, -122.410305)",14155866773,4590_20180321,3/21/18,92,4590_20180321_103138,Improper storage use or identification of toxic substances,Low Risk
1339,HIGHER GROUNDS,691 CHENERY St,94131,37.734483,-122.43368,"(37.734483, -122.43368)",14155582933,1339_20161221,12/21/16,90,1339_20161221_103156,Permit license or inspection report not posted,Low Risk
61959,Expressions Snack Bar,Pier 41,94133,37.808494,-122.412,"(37.808494, -122.412)",14155670266,61959_20160620,6/20/16,91,61959_20160620_103154,Unclean or degraded floors walls or ceilings,Low Risk
33865,Nabe,1325 09th Ave,94122,37.758941,-122.48591,"(37.758941, -122.48591)",14155732658,33865_20170926,9/26/17,90,33865_20170926_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2421,ST FRANCIS FOUNTAIN,2801 24th St,94110,37.752833,-122.408349,"(37.752833, -122.408349)",14155824200,2421_20160822,8/22/16,90,2421_20160822_103120,Moderate risk food holding temperature,Moderate Risk
5827,HILLCREST ELEMENTARY SCHOOL,810 SILVER Ave,94134,37.729016,-122.419253,"(37.729016, -122.419253)",14155464722,5827_20160920,9/20/16,96,5827_20160920_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5950,LICK-WILMERDING HIGH SCHOOL,755 OCEAN Ave,94112,37.722933,-122.448971,"(37.722933, -122.448971)",14155334021,5950_20160831,8/31/16,92,5950_20160831_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20160708,7/8/16,81,3651_20160708_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3839,EL TORO TAQUERIA,598 VALENCIA St,94110,37.763458,-122.421784,"(37.763458, -122.421784)",14155433351,3839_20170721,7/21/17,81,3839_20170721_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5297,EL NORTENO,801 bryant St,94103,37.776011,-122.402466,"(37.776011, -122.402466)",14150208621,5297_20160224,2/24/16,92,5297_20160224_103143,Inadequate warewashing facilities or equipment,Low Risk
68278,Fresh Bay Cafe,3659 Buchanan St,94123,37.803627,-122.433503,"(37.803627, -122.433503)",14155928868,68278_20160310,3/10/16,79,68278_20160310_103139,Improper food storage,Low Risk
3065,CHA-AM RESTAURANT,701 FOLSOM St,94107,37.783738,-122.398918,"(37.783738, -122.398918)",14155549710,3065_20160901,9/1/16,83,3065_20160901_103131,Moderate risk vermin infestation,Moderate Risk
5919,SAN FRANCISCO DAY SCHOOL,350 MASONIC St,94118,37.777988,-122.446877,"(37.777988, -122.446877)",14155932422,5919_20161013,10/13/16,98,5919_20161013_103157,Food safety certificate or food handler card not available,Low Risk
1243,JAVA SUPREME,0703 GUERRERO St,94110,37.759934,-122.423553,"(37.759934, -122.423553)",14155201832,1243_20160518,5/18/16,94,1243_20160518_103142,Unclean nonfood contact surfaces,Low Risk
4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,94103,37.78215,-122.410305,"(37.78215, -122.410305)",14155866773,4590_20160715,7/15/16,82,4590_20160715_103143,Inadequate warewashing facilities or equipment,Low Risk
5974,RICHMOND SENIOR CENTER - 3RD FLOOR,6221 GEARY Blvd,94121,37.779943,-122.486199,"(37.779943, -122.486199)",14155756444,5974_20151223,12/23/15,100,,,
3839,EL TORO TAQUERIA,598 VALENCIA St,94110,37.763458,-122.421784,"(37.763458, -122.421784)",14155433351,3839_20170721,7/21/17,81,3839_20170721_103103,High risk food holding temperature,High Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20160502,5/2/16,67,2766_20160502_103150,Improper or defective plumbing,Low Risk
1339,HIGHER GROUNDS,691 CHENERY St,94131,37.734483,-122.43368,"(37.734483, -122.43368)",14155582933,1339_20161221,12/21/16,90,1339_20161221_103144,Unapproved or unmaintained equipment or utensils,Low Risk
69195,Center Cafe,205 13th St,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,6/21/17,81,69195_20170621_103131,Moderate risk vermin infestation,Moderate Risk
544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534,-122.466615,"(37.782534, -122.466615)",14155387992,544_20180925,9/25/18,72,544_20180925_103131,Moderate risk vermin infestation,Moderate Risk
3065,CHA-AM RESTAURANT,701 FOLSOM St,94107,37.783738,-122.398918,"(37.783738, -122.398918)",14155549710,3065_20160901,9/1/16,83,3065_20160901_103103,High risk food holding temperature,High Risk
25167,Glaze Donuts,4499 Mission St A,94112,37.726402,-122.433476,"(37.726402, -122.433476)",14155331144,25167_20160622,6/22/16,92,25167_20160622_103120,Moderate risk food holding temperature,Moderate Risk
4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,94103,37.78215,-122.410305,"(37.78215, -122.410305)",14155866773,4590_20160715,7/15/16,82,4590_20160715_103133,Foods not protected from contamination,Moderate Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20161014,10/14/16,81,2766_20161014_103154,Unclean or degraded floors walls or ceilings,Low Risk
5843,HOOVER MIDDLE SCHOOL,2290 14th Ave,94116,37.745374,-122.470308,"(37.745374, -122.470308)",14155752783,5843_20161109,11/9/16,96,5843_20161109_103131,Moderate risk vermin infestation,Moderate Risk
70494,The Little Chihuahua Mexican Restaurant,581 VALENCIA St,94110,37.763664,-122.421736,"(37.763664, -122.421736)",14155207111,70494_20160921,9/21/16,92,70494_20160921_103120,Moderate risk food holding temperature,Moderate Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20160502,5/2/16,67,2766_20160502_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
69195,Center Cafe,205 13th St,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,6/21/17,81,69195_20170621_103103,High risk food holding temperature,High Risk
3302,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER St,94115,37.785138,-122.440904,"(37.785138, -122.440904)",14155927631,3302_20160831,8/31/16,94,3302_20160831_103154,Unclean or degraded floors walls or ceilings,Low Risk
62064,California Grocery,123 Eddy St,94102,37.784303,-122.409647,"(37.784303, -122.409647)",14155448608,62064_20171016,10/16/17,92,62064_20171016_103131,Moderate risk vermin infestation,Moderate Risk
4683,JAVA ON OCEAN,1700 OCEAN Ave,94112,37.724778,-122.460205,"(37.724778, -122.460205)",14155336075,4683_20160831,8/31/16,90,4683_20160831_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
63619,Subway Sandwiches,77 Van Ness Ave #100,94102,37.776133,-122.419484,"(37.776133, -122.419484)",14155981866,63619_20160829,8/29/16,92,63619_20160829_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.403991,"(37.728458, -122.403991)",14155469666,3862_20170104,1/4/17,66,3862_20170104_103109,Unclean or unsanitary food contact surfaces,High Risk
2421,ST FRANCIS FOUNTAIN,2801 24th St,94110,37.752833,-122.408349,"(37.752833, -122.408349)",14155824200,2421_20160822,8/22/16,90,2421_20160822_103161,Low risk vermin infestation,Low Risk
1081,ARINELL PIZZA,509 VALENCIA St,94110,37.764744,-122.421803,"(37.764744, -122.421803)",14155251303,1081_20160919,9/19/16,96,1081_20160919_103120,Moderate risk food holding temperature,Moderate Risk
253,Ann's Donut Coffee Shop,4488 Mission St,94112,37.725949,-122.433906,"(37.725949, -122.433906)",14155331761,253_20160622,6/22/16,94,253_20160622_103133,Foods not protected from contamination,Moderate Risk
71286,21 Taste House,1109 Ocean Ave,94112,37.723461,-122.454226,"(37.723461, -122.454226)",14155932233,71286_20160831,8/31/16,90,71286_20160831_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1111,SUBWAY 16604,753 POLK St,94109,37.783713,-122.419357,"(37.783713, -122.419357)",14155921055,1111_20160621,6/21/16,87,1111_20160621_103150,Improper or defective plumbing,Low Risk
65824,Sugarhill Kitchen,1449 LOMBARD St,94123,37.801173,-122.425467,"(37.801173, -122.425467)",14155292368,65824_20160915,9/15/16,96,65824_20160915_103145,Improper storage of equipment utensils or linens,Low Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20161014,10/14/16,81,2766_20161014_103132,Improper thawing methods,Moderate Risk
7786,DIANDA'S ITAL-AMER.PASTRY CO.,2883 Mission St,94110,37.750959,-122.418264,"(37.750959, -122.418264)",14155645469,7786_20171018,10/18/17,85,7786_20171018_103129,Insufficient hot water or running water,Moderate Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,"(37.786545, -122.419894)",14155882222,320_20160920,9/20/16,68,320_20160920_103120,Moderate risk food holding temperature,Moderate Risk
19373,Las Isletas,4508 03rd St,94124,37.737021,-122.390043,"(37.737021, -122.390043)",14155577698,19373_20180103,1/3/18,73,19373_20180103_103131,Moderate risk vermin infestation,Moderate Risk
544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534,-122.466615,"(37.782534, -122.466615)",14155387992,544_20180925,9/25/18,72,544_20180925_103162,Other low risk violation,Low Risk
4893,S & W MARKET,399 HAIGHT St,94102,37.772323,-122.428627,"(37.772323, -122.428627)",14155862346,4893_20160518,5/18/16,90,4893_20160518_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20151229,12/29/15,87,3651_20151229_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
71286,21 Taste House,1109 Ocean Ave,94112,37.723461,-122.454226,"(37.723461, -122.454226)",14155932233,71286_20160223,2/23/16,85,71286_20160223_103120,Moderate risk food holding temperature,Moderate Risk
25167,Glaze Donuts,4499 Mission St A,94112,37.726402,-122.433476,"(37.726402, -122.433476)",14155331144,25167_20160622,6/22/16,92,25167_20160622_103132,Improper thawing methods,Moderate Risk
3102,TOWN'S END RESTAURANT & BAKERY,2 TOWNSEND St,94107,37.781865,-122.388433,"(37.781865, -122.388433)",14155510749,3102_20160830,8/30/16,87,3102_20160830_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
4957,Safeway Stores Inc #711,15 MARINA BL,94123,37.805073,-122.433106,"(37.805073, -122.433106)",14155564946,4957_20160714,7/14/16,94,4957_20160714_103154,Unclean or degraded floors walls or ceilings,Low Risk
4656,STARBUCKS COFFEE CO,120 04th St,94103,37.784247,-122.403989,"(37.784247, -122.403989)",14155280579,4656_20171011,10/11/17,96,4656_20171011_103143,Inadequate warewashing facilities or equipment,Low Risk
65051,Mission Cheese,736 Valencia St,94110,37.761147,-122.421534,"(37.761147, -122.421534)",14155558667,65051_20160621,6/21/16,87,65051_20160621_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.403991,"(37.728458, -122.403991)",14155469666,3862_20170104,1/4/17,66,3862_20170104_103132,Improper thawing methods,Moderate Risk
1111,SUBWAY 16604,753 POLK St,94109,37.783713,-122.419357,"(37.783713, -122.419357)",14155921055,1111_20160621,6/21/16,87,1111_20160621_103131,Moderate risk vermin infestation,Moderate Risk
3256,"Connection, The",5740 MISSION St,94112,37.709737,-122.45007,"(37.709737, -122.45007)",14155336172,3256_20161005,10/5/16,87,3256_20161005_103154,Unclean or degraded floors walls or ceilings,Low Risk
3877,BALBOA CAFE,3199 FILLMORE St,94123,37.798835,-122.435894,"(37.798835, -122.435894)",14155923944,3877_20160503,5/3/16,83,3877_20160503_103160,Inadequate HACCP plan record keeping,Low Risk
66536,Cypress Grill,99 Harding Park Rd,94132,37.723698,-122.495289,"(37.723698, -122.495289)",14155664690,66536_20171018,10/18/17,83,66536_20171018_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
64524,Fresca Restaurant,737 IRVING St,94122,37.764033,-122.4659,"(37.764033, -122.4659)",14155745727,64524_20180315,3/15/18,86,64524_20180315_103154,Unclean or degraded floors walls or ceilings,Low Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,"(37.786545, -122.419894)",14155882222,320_20160920,9/20/16,68,320_20160920_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
36589,Catering With Style,2800 BRYANT St,94110,37.749603,-122.408928,"(37.749603, -122.408928)",14155201276,36589_20180604,6/4/18,67,36589_20180604_103142,Unclean nonfood contact surfaces,Low Risk
71286,21 Taste House,1109 Ocean Ave,94112,37.723461,-122.454226,"(37.723461, -122.454226)",14155932233,71286_20160223,2/23/16,85,71286_20160223_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,94114,37.759173,-122.436488,"(37.759173, -122.436488)",14155246276,5838_20161130,11/30/16,91,5838_20161130_103139,Improper food storage,Low Risk
4683,JAVA ON OCEAN,1700 OCEAN Ave,94112,37.724778,-122.460205,"(37.724778, -122.460205)",14155336075,4683_20160831,8/31/16,90,4683_20160831_103120,Moderate risk food holding temperature,Moderate Risk
69195,Center Cafe,205 13th St,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,6/21/17,81,69195_20170621_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1950,BULLSHEAD RESTAURANT,840 ULLOA St,94127,37.740785,-122.465507,"(37.740785, -122.465507)",14155664350,1950_20180924,9/24/18,92,1950_20180924_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
323,WAYO,1407 VAN NESS Ave,94109,37.788609,-122.42213,"(37.788609, -122.42213)",14155478369,323_20180802,8/2/18,98,323_20180802_103144,Unapproved or unmaintained equipment or utensils,Low Risk
2008,Hook a Cook,Pier 39  Building B  Space 1-3,94133,37.786766,-122.461545,"(37.786766, -122.461545)",14155217717,2008_20160715,7/15/16,86,2008_20160715_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5959,ST. JOHN'S SNACK BAR,925 CHENERY St,94131,37.735264,-122.437679,"(37.735264, -122.437679)",14155586144,5959_20160920,9/20/16,100,,,
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20161014,10/14/16,81,2766_20161014_103157,Food safety certificate or food handler card not available,Low Risk
1047,PORK STORE CAFE,1451 HAIGHT St,94117,37.770063,-122.446247,"(37.770063, -122.446247)",14155866981,1047_20160719,7/19/16,84,1047_20160719_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk
65051,Mission Cheese,736 Valencia St,94110,37.761147,-122.421534,"(37.761147, -122.421534)",14155558667,65051_20160621,6/21/16,87,65051_20160621_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
70494,The Little Chihuahua Mexican Restaurant,581 VALENCIA St,94110,37.763664,-122.421736,"(37.763664, -122.421736)",14155207111,70494_20160921,9/21/16,92,70494_20160921_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3877,BALBOA CAFE,3199 FILLMORE St,94123,37.798835,-122.435894,"(37.798835, -122.435894)",14155923944,3877_20160503,5/3/16,83,3877_20160503_103133,Foods not protected from contamination,Moderate Risk
27306,Guerrero Market,701 Guerrero St,94110,37.759824,-122.423577,"(37.759824, -122.423577)",14155642530,27306_20160518,5/18/16,94,27306_20160518_103142,Unclean nonfood contact surfaces,Low Risk
61500,Happy Lounge,3745 Geary Blvd,94118,37.781143,-122.459709,"(37.781143, -122.459709)",14155662323,61500_20171129,11/29/17,94,61500_20171129_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
62069,Golden Eagle Deli & Grill,4401 03rd St,94124,37.737719,-122.389559,"(37.737719, -122.389559)",14155822110,62069_20180919,9/19/18,92,62069_20180919_103142,Unclean nonfood contact surfaces,Low Risk
69195,Center Cafe,205 13th St,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,6/21/17,81,69195_20170621_103150,Improper or defective plumbing,Low Risk
19416,Starbucks,865 Market St C26,94103,37.784317,-122.407563,"(37.784317, -122.407563)",14155604908,19416_20161222,12/22/16,94,19416_20161222_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,"(37.786545, -122.419894)",14155882222,320_20160920,9/20/16,68,320_20160920_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
65824,Sugarhill Kitchen,1449 LOMBARD St,94123,37.801173,-122.425467,"(37.801173, -122.425467)",14155292368,65824_20160915,9/15/16,96,65824_20160915_103139,Improper food storage,Low Risk
2840,THE OLYMPIC CLUB AT LAKESIDE,599 SKYLINE Blvd,94132,37.708887,-122.497934,"(37.708887, -122.497934)",14155404300,2840_20160506,5/6/16,94,2840_20160506_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3784,BLOWFISH SUSHI,2170 BRYANT St,94110,37.759488,-122.409931,"(37.759488, -122.409931)",14155283848,3784_20180322,3/22/18,86,3784_20180322_103154,Unclean or degraded floors walls or ceilings,Low Risk
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,94132,37.708887,-122.497934,"(37.708887, -122.497934)",14155404321,2841_20160506,5/6/16,90,2841_20160506_103154,Unclean or degraded floors walls or ceilings,Low Risk
2008,Hook a Cook,Pier 39  Building B  Space 1-3,94133,37.786766,-122.461545,"(37.786766, -122.461545)",14155217717,2008_20160715,7/15/16,86,2008_20160715_103139,Improper food storage,Low Risk
5257,LITTLE BAOBAB,3388 19th St,94110,37.760295,-122.418953,"(37.760295, -122.418953)",14155776209,5257_20180925,9/25/18,87,5257_20180925_103102,Unclean hands or improper use of gloves,High Risk
3877,BALBOA CAFE,3199 FILLMORE St,94123,37.798835,-122.435894,"(37.798835, -122.435894)",14155923944,3877_20160503,5/3/16,83,3877_20160503_103145,Improper storage of equipment utensils or linens,Low Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20160708,7/8/16,81,3651_20160708_103103,High risk food holding temperature,High Risk
67187,Chipotle Mexican Grill #1560,333 Jefferson St #104,94133,37.807923,-122.417887,"(37.807923, -122.417887)",14155503533,67187_20171012,10/12/17,100,,,
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.403991,"(37.728458, -122.403991)",14155469666,3862_20170905,9/5/17,73,3862_20170905_103133,Foods not protected from contamination,Moderate Risk
71373,Golden River Restaurant,5827 GEARY Blvd,94121,37.780144,-122.48204,"(37.780144, -122.48204)",14155665105,71373_20151006,10/6/15,81,71373_20151006_103154,Unclean or degraded floors walls or ceilings,Low Risk
642,ANDERSEN BAKERY,1737 Post St 304,94115,37.785457,-122.430317,"(37.785457, -122.430317)",14155565712,642_20160617,6/17/16,94,642_20160617_103143,Inadequate warewashing facilities or equipment,Low Risk
3885,IZZY'S STEAK & CHOP HOUSE,3345 STEINER St,94123,37.800384,-122.437864,"(37.800384, -122.437864)",14155560487,3885_20180321,3/21/18,86,3885_20180321_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
65051,Mission Cheese,736 Valencia St,94110,37.761147,-122.421534,"(37.761147, -122.421534)",14155558667,65051_20160621,6/21/16,87,65051_20160621_103102,Unclean hands or improper use of gloves,High Risk
70452,Kennedy Market & Deli,4600 03rd St,94124,37.736301,-122.390293,"(37.736301, -122.390293)",14155285560,70452_20180103,1/3/18,92,70452_20180103_103161,Low risk vermin infestation,Low Risk
5185,260 Golden Gate Family Residence,260 Golden Gate Ave,94102,37.781792,-122.414891,"(37.781792, -122.414891)",14155299930,5185_20180802,8/2/18,96,5185_20180802_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
19373,Las Isletas,4508 03rd St,94124,37.737021,-122.390043,"(37.737021, -122.390043)",14155577698,19373_20170426,4/26/17,72,19373_20170426_103154,Unclean or degraded floors walls or ceilings,Low Risk
3065,CHA-AM RESTAURANT,701 FOLSOM St,94107,37.783738,-122.398918,"(37.783738, -122.398918)",14155549710,3065_20160901,9/1/16,83,3065_20160901_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
62064,California Grocery,123 Eddy St,94102,37.784303,-122.409647,"(37.784303, -122.409647)",14155448608,62064_20171016,10/16/17,92,62064_20171016_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5802,LOWELL HIGH SCHOOL,1101 EUCALYPTUS Dr,94132,37.731027,-122.483578,"(37.731027, -122.483578)",14155752748,5802_20161012,10/12/16,98,5802_20161012_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1047,PORK STORE CAFE,1451 HAIGHT St,94117,37.770063,-122.446247,"(37.770063, -122.446247)",14155866981,1047_20160719,7/19/16,84,1047_20160719_103103,High risk food holding temperature,High Risk
63619,Subway Sandwiches,77 Van Ness Ave #100,94102,37.776133,-122.419484,"(37.776133, -122.419484)",14155981866,63619_20160829,8/29/16,92,63619_20160829_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
1426,SWEET DELIGHT BAKERY,4476A MISSION,94112,37.726117,-122.433817,"(37.726117, -122.433817)",14155336786,1426_20160509,5/9/16,67,1426_20160509_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
1047,PORK STORE CAFE,1451 HAIGHT St,94117,37.770063,-122.446247,"(37.770063, -122.446247)",14155866981,1047_20160719,7/19/16,84,1047_20160719_103154,Unclean or degraded floors walls or ceilings,Low Risk
5950,LICK-WILMERDING HIGH SCHOOL,755 OCEAN Ave,94112,37.722933,-122.448971,"(37.722933, -122.448971)",14155334021,5950_20160831,8/31/16,92,5950_20160831_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
62445,Bistro 10 UN,"10 United Nations Plaza, 6th Floor  6th Floor",94102,37.780435,-122.413496,"(37.780435, -122.413496)",14155274001,62445_20160622,6/22/16,94,62445_20160622_103127,Noncompliance with HAACP plan or variance,Moderate Risk
59009,Woodhouse Fish Co.,1914 FILLMORE St,94116,37.787386,-122.433476,"(37.787386, -122.433476)",14155432722,59009_20180927,9/27/18,90,59009_20180927_103131,Moderate risk vermin infestation,Moderate Risk
64380,Michael Mina Restaurant,252 California St,94111,37.793338,-122.399583,"(37.793338, -122.399583)",14155350791,64380_20180606,6/6/18,83,64380_20180606_103144,Unapproved or unmaintained equipment or utensils,Low Risk
2454,San Jalisco,901 South Van Ness Ave,94110,37.758634,-122.416866,"(37.758634, -122.416866)",14155648383,2454_20160519,5/19/16,83,2454_20160519_103131,Moderate risk vermin infestation,Moderate Risk
65624,Tacko Shop,3115 Fillmore St,94123,37.798273,-122.435774,"(37.798273, -122.435774)",14155793534,65624_20180103,1/3/18,92,65624_20180103_103154,Unclean or degraded floors walls or ceilings,Low Risk
24198,Olivo's Taqueria,1017 Larkin St,94109,37.787288,-122.418389,"(37.787288, -122.418389)",14155933019,24198_20160506,5/6/16,80,24198_20160506_103132,Improper thawing methods,Moderate Risk
64653,Mow Lee Company,774 Commercial St,94108,37.793907,-122.405863,"(37.793907, -122.405863)",14155985767,64653_20160601,6/1/16,88,64653_20160601_103154,Unclean or degraded floors walls or ceilings,Low Risk
1111,SUBWAY 16604,753 POLK St,94109,37.783713,-122.419357,"(37.783713, -122.419357)",14155921055,1111_20160621,6/21/16,87,1111_20160621_103103,High risk food holding temperature,High Risk
